message,isTarget,type
fix simplescheduler pause functionality .,0,0
fix various warning in the smallrye jwt extension,1,1
fix weld container shutdown,0,0
fix potential hang if request be terminate prematurely,1,1
fix the mailer config documentation,0,0
fix elytron property perf issue,1,1
fix metric prefix when do native build,0,0
fix lot of other thread safety issue,1,1
fix broken quarkusbuild task,0,0
synchronize joschi / setup - jdk tag,0,0
fix auth handle in spring cloud config client,1,1
fix broken sidecar handling,0,0
fix broken graalvm link,0,0
fix micrometer configuration documentation issue,1,1
deprecate quarkustestbeforeallcallback,1,3
fix worker queue default size,0,0
fix context propagation snippet,0,0
fix break link,0,0
fix npe when handle circular dependency,1,1
fix import,0,0
fix work directory property in quarkusdev task,1,1
fix monitor state bug,0,0
deprecate recordercontext # classproxy method,1,3
fix map configuration value,0,0
fix generation,0,0
fix formatting,0,0
fix keycloack authorization require body handler detection,1,1
fix intermitent test failure,0,0
fix root package of the hibernate search orm extension,1,1
fix potential npes,1,1
fix building quarkus with jdk 13,0,0
fix issue where protect superclass method be not accessible,1,1
fix various issue in rest client,0,0
fix list - based @ configitem support,0,0
fix a npe when no @ produce be define,1,1
fix skillstreamhandler,0,0
greet extension fix,0,0
"fix # 3624 , post not work in dev mode",1,1
fix maven minimal version,0,0
fix bean validation extension feature name,0,0
fix error message,0,0
fix broken kotlin project generation,1,1
fix gradle generateconfig task,0,0
fix netty substitution - class renamed .,1,1
fix break kubernetesconfigwithsecretstest,0,0
fix wrong kubernetesclientbuildconfig link,1,1
fix broken mongoclientbuilditem support,1,1
fix compilation error in test,0,0
fix the smallrye jwt feature name,0,0
fix issue with config bean in dev mode,1,1
fix log collection,0,0
fix broken weld link,1,1
fix new option class path register for reflection,1,1
fix injection,0,0
fix minor warning,0,0
fix composite key issue when use findbykey,1,1
fix javadoc warning,0,0
resolve # 343 entity shallow copy support,0,0
fix incorrect sql generate in certain locale,1,1
fix javadoc space,0,0
resolve # 72 oncreatemapping be provide platform instance,0,0
fix completableentitystore upsert operation,0,0
fix minor warning,0,0
fix jdk11 deprecation warning when building gwt,1,1
restore constant ( fix pro build ),0,0
ensure safe destruction of object .,1,3
fix error introduce by merge,1,1
pacify eclipse,0,0
ace patch fix issue when scroll to end,1,1
fix issue where userprefs be load before stateprefs,1,1
fix move console left / right command ( # 7415 ),1,1
fix height for html chunk callback ( # 7951 ),1,1
"fix scroll , keyboard bug in navigation tree",1,1
fix a problem where the suffix be be misplace .,1,1
set pool address when generate host,1,3
fix path group for reindexing,1,1
fix catch,0,0
fix bug prevent node from be ban,1,1
fix javadoc problem .,0,0
fix command line argument stupidity .,0,0
fix problem with connection pool deadlock,1,1
equal object should have equal hashcodes,1,1
fix a bug that throw exception for some test,1,1
fix two race condition .,0,0
rebalance log,0,0
fix some minor issue,0,0
fix native request format,1,1
fix python path variable .,1,1
fix nio bug,0,0
fix shell `` preflist `` command key parse,0,0
fix bad merge for datacleanupjob .,1,1
fix error introduce during rebase process .,1,1
fix bug when ro server npe when roll back,1,1
batch nio writes .,0,0
fix format issue .,0,0
fix invalid metadata rate calculation,1,1
fix sloppusherjob,0,0
incoprorating patch from bhupesh fix issue 210 .,1,1
fix various raw type warning .,0,0
fix github issue # 21 : vector clock inconsistency resolver incorrect .,1,1
fix log message,0,0
fix two broken unit test,0,0
fix small corner case error from crash log,1,1
fix orientation issue .,0,0
fix some sporadic crash .,0,0
fix intentintegrator to work properly without the support library .,1,1
fix two leak when use androidhttpclient .,1,1
fix another bug discover by findbugs .,0,0
fix doublevaluechangeentitymodifier to properly implement ientitymodifier .,1,1
fix singlescenesplitscreenengine and doublescenesplitscreenengine .,0,0
fix race condition in soundmanager / soundfactory,0,0
bring back spritebatch .,0,0
camera the scene and camerascenes it display rotate independantly .,0,0
fix some finding of findbug .,0,0
fix two bug discover by findbugs .,0,0
fix the warning of javadoc,0,0
fix some javadoc warning,0,0
fix the large integer value be overflow issue,1,1
fix github markdown issue,1,1
solve bug in issue # 140,0,0
optimize empty view,1,3
fix bug .,0,0
fix the problem that addheaderview don't show after removeheaderview .,1,1
fix some mistake,0,0
fix bug,0,0
fix bug,0,0
modify name,0,0
fix some error,0,0
add,0,0
add,0,0
optimize navhomepageactivity,1,3
optimize treefragment ui,1,3
optimize code,0,0
optimize homefragment ui,1,3
optimize navifragment,1,3
optimize code,0,0
optimize searchactivity,1,3
add,0,0
optimize wanfindfragment,1,3
optimize baseactivity & basefragment,1,3
optimize loaddata ( ),1,3
add,0,0
fix item fragment item bug,1,1
fix queue size = 1 bug .,1,1
fix broken build and update generate source,1,1
fix inconsistent isempty / poll / peek / offer dynamic for spsclinkedqueue,1,1
fix javadoc link .,0,0
"fix lgtm warning , potential int overflow bug",1,1
fix javadoc issue,0,0
fix gc ' nepotism ' issue for atomic link queue .,1,1
fix # 402 jfxtextfield cs v1 . 7,0,0
fix some control meta cssmetadata,0,0
fix some findbugs issue,0,0
merge conflict,0,0
fix # 791 jfxtextfield error when clicked,1,1
fix # 290 clear combobox issue,1,1
fix 1st four demo,0,0
fix minor issue,0,0
fix # 231 jfxtabpane no context menu,0,0
accepted # 110,0,0
fix some bug in drawer after integration,1,1
fix # 1030 jfxcombobox unable to center prompt text,1,1
fix drawer container resize issue,1,1
fix # 628 jfxtreetablecell / jfxtreetablecolumn alignment,0,0
optimize toarray,1,3
fix # 843 jfxcombobox text overflow,1,1
fix issue # 847,0,0
fix some sonarqube issue,0,0
fix some sonarqube error,0,0
fix the issue256test,0,0
fix the failure of the closeframetest .,1,1
deprecate draft,0,0
fix some javadoc error,0,0
fix folder problem,0,0
fix problem with folder,0,0
fix array initialization,1,1
edit 74,0,0
edit 206,0,0
edit 490,0,0
add 82,0,0
edit 146,0,0
optimize 2,0,0
add 87,0,0
edit 42,0,0
edit 120,0,0
edit 248,0,0
edit 206,0,0
edit 207,0,0
commit skeleton,0,0
trap rain water & spiral matrix ii,0,0
edit 67,0,0
edit 145,0,0
edit 541,0,0
edit 501,0,0
fix # 3291,0,0
fix # 2737,0,0
fix some more synchronization bug,1,1
fix # 1507 / fixed # 1504,0,0
fix some window bug,0,0
fix # 3400,0,0
fix # 2763,0,0
fix # 1237,0,0
fix # 2224,0,0
fix # 2756,0,0
fix # 2277,0,0
fix incorrect variable usage,1,1
fix # 3362,0,0
fix many pathfinding issue,0,0
fix # 1436 / fixed crawler not explode,1,1
stack trace,0,0
fix some modding bug,0,0
fix many multiplayer bug,0,0
fix # 2178,0,0
fix # 2556,0,0
fix # 1959 / indication of select unit,1,1
fix some minor bug,0,0
fix # 2929,0,0
fix dedicate server crash,1,1
fix # 1077,0,0
compile fix,0,0
fix crash when feed directly by a conveyor,1,1
fix # 2543,0,0
fix # 3045,0,0
fix # 1184,0,0
fix # 3023 / fixed # 3020,0,0
fix # 2411,0,0
fix # 2712,0,0
fix many various physic bug,0,0
fix # 1555,0,0
fix # 2622,0,0
fix various ui bug,0,0
fix # 2917,0,0
fix # 2197,0,0
fix more test,0,0
fix all know issue with power system,1,1
fix # 2066,0,0
fix mis - coloring of entity `` tile ``,0,0
fix # 1429,0,0
"override locale name , fix # 757",0,0
fix many various map bug,0,0
fix some loading bug,0,0
fix # 2938 / fixed # 2936,0,0
fix # 3052,0,0
fix # 1445,0,0
fix # 3189 / fixed # 3187,0,0
fix many various crash,0,0
fix crude turret icon,1,1
fix # 748 / better mod load,1,3
fix most main menu bug,0,0
"fix some sector thing , break more thing",0,0
fix # 3453,0,0
fix # 2396,0,0
fix # 2632 ( among other thing ),0,0
fix # 2671,0,0
fix some multithreading bug / no more drift,1,2
network fix,0,0
fix some nullability issue,0,0
fix all code generation error,0,0
fix # 745,0,0
fix # 2714,0,0
fix buggy mobile zoom,0,0
build fix,0,0
fix # 2544,0,0
fix # 2265,0,0
fix # 971,0,0
fix # 3082,0,0
drown event,0,0
fix # 2755 / fixed # 2753,0,0
fix # 3411 / fixed unit test,0,0
fix # 859,0,0
fix mono presence `` corrupting `` old save,0,0
fix # 2032,0,0
fix # 3153 / fixed # 3152,0,0
fix # 2300,0,0
fix # 1320,0,0
fix # 2827,0,0
fix some multiplayer crash,0,0
fix two major crash,0,0
fix # 2901 / fixed # 2903,0,0
fix loadout reset,0,0
fix more bug,0,0
fix # 1484,0,0
fix # 2311,0,0
fix # 2408,0,0
fix some crash,0,0
fix # 3049,0,0
fix # 2571,0,0
fix major bug with dumping of block and conveyor,1,1
fix # 509,0,0
fix # 2427 / fixed # 2429,0,0
fix # 513,0,0
fix some variable shadowing,1,1
fix many network - related bug,1,1
fix pathfind crash for closed map,1,1
fix # 3204,0,0
fix some ui issue,0,0
fix # 2582,0,0
fix # 2515,0,0
fix some network crash and block config problem,1,1
fix # 2607 / fixed # 2604,0,0
fix # 3140,0,0
fix some minor bug with teleporters an changelog,1,1
fix # 623,0,0
fix # 3062 / fixed # 3064,0,0
fix # 2237,0,0
fix archive local storage bug,1,1
mess up many thing,0,0
fix # 2255,0,0
fix # 2433,0,0
fix nondeterministic drill item sort,0,0
fix absolutely nothing,0,0
fix invisible turret and broken rtg generator,1,1
fix # 2740,0,0
fix # 2834,0,0
fix # 3095,0,0
fix some bugs / crashes,0,0
resolve conflict,0,0
fix # 2344,0,0
fix # 3250,0,0
fix mobile mining / targeting conflict,1,1
fix # 2662,0,0
fix # 2346,0,0
fix # 3487 / fixed # 3484,0,0
fix # 3208,0,0
fix # 1198,0,0
fix # 2553,0,0
fix # 3422,0,0
fix # 1447,0,0
fix # 156,0,0
fix # 2472,0,0
fix # 3173,0,0
fix # 2565,0,0
fix # 3009,0,0
fix some basic crash,0,0
fix # 2779,0,0
fix # 2690,0,0
fix many various bug with syncing thing,1,1
fix # 2491,0,0
fix # 3300,0,0
fix # 917,0,0
fix # 3200 / fixed # 3196 / fixed # 3198,0,0
fix some tech tree layout issue,1,1
fix # 2735,0,0
fix some thing,0,0
fix eclipse generate pointless warning about facet,1,1
fix # 1397,0,0
fix # 3206,0,0
fix # 1460,0,0
fix # 2238,0,0
fix # 2476,0,0
fix minor autotile bug,0,0
compile fix,0,0
fix # 3342,0,0
fix # 1319,0,0
name fix,0,0
fix # 2793,0,0
fix # 2722,0,0
fix # 2360,0,0
fix # 2246,0,0
fix # 940,0,0
fix # 2243,0,0
fix incorrect plane projection,1,1
fix # 2379,0,0
fix some admin bug,0,0
fix # 2290,0,0
fix pollute water,0,0
fix some generation issue,0,0
fix # 2563,0,0
fix # 1289,0,0
fix # 156 ( # 157 ),0,0
fix test,0,0
fix term serialization,0,0
recompute feature when create new item . close # 1887 .,0,0
fix npe in standardreconconfig . close # 2076 .,1,1
fix template escape processing . fix # 752 .,1,1
fix url cache test on appveyor,1,1
cluster config jackson deserialization,0,0
fix the appbundle issue # 1209,1,1
fix zip slip vulnerability . close # 1840 .,1,1
fix fail test after jsonwriter replacement,1,1
fix slf4j double inclusion,1,1
fix bug conflate new item,1,1
fix date parsing .,1,1
fix exception when constraint be not or incorrectly provide,1,1
fix the classpath issue,0,0
fix filldown and blankdown operation on record .,1,1
fix miss label for q export,1,1
fix reconciliation result deserialization . close # 1876 .,1,1
fix wikidata login csrf issue . close # 2228 .,1,1
fix some xml issue,0,0
fix deserialization of masseditoperation,1,1
fix sorting of blank value . close # 1689 .,1,1
fix last page calculation . close # 660 .,0,0
fix lint error & fix build,0,0
fix the issue # 103,0,0
merge # 62,0,0
fix test,0,0
fix bug in shouldshowrequestpermissionrationale,1,1
fix test,0,0
fix # 40 ondestroy should not be use,1,2
fix # 42 # 44,0,0
fix width computation,0,0
fix readme,0,0
optimize reactive api for click suppoprt,1,3
fix test case,0,0
fix some test case,0,0
fix oauth test,0,0
fix social graph method test case,0,0
fix asynctest,0,0
fix test case,0,0
fix testaccountmethods,0,0
fix @ author tag,0,0
fix search testcase issue,0,0
fix some outdated test case,0,0
fix notification test case,0,0
fix testcase,0,0
fix corrupt javadoc,0,0
fix location of method,1,1
traverse place against below,0,0
fix the scuff,0,0
fix some scuff from minebot,1,1
fix javadoc error,0,0
fix that null exception,1,1
fix some bug with schematic,1,1
fix astarpathfinder optional usage that ' s icky,0,0
"fix non - monotonic elapsed time check , fix # 108",1,1
fix tunnel command usage,0,0
fix mapschematic,0,0
hurt my eye,0,0
fix searchworld cache and also speed and stuff,1,1
fix improper treatment of unbreakable block,1,1
fix very rare null pointer exception,1,1
fix ispassable crash,1,1
fix sprintstateevent,0,0
optimize all import,0,0
fix actual underlie sneak issue,1,1
fix curse exception,1,1
fix crash after click into the air,1,1
fix bad block breaking that ncp don't agree with,1,1
forgive me,0,0
fix violation of equals / hashcode contract .,1,1
fix protobuf serialization of large sequence number .,1,1
fix bip39 implementation,0,0
fix oom issue introduce by recent change .,1,1
fix race condition on peergroup shutdown .,1,1
fix bloom filter size with watched script,1,1
rationalize protobuf pool enum,1,3
fix protobuf deserialization of transaction version .,0,0
fix last remaining occurences of ' bitcoin ' and ' bitcoinj ' .,0,0
fix a couple of unit test bug .,0,0
fix sync instrumentor,0,0
fix issue 51 : loader . getresource ( `` com / sun / btrace `` ) npe,1,1
fix filerollmaxrolls and filerollmilliseconds,0,0
fix junit test,0,0
fix filerollmaxrolls and filerollmilliseconds,0,0
fix the localvariablesorter ; hopefully this time for good,0,0
fix some problem relate to track retransformation progress,1,1
fix issue # 2 : speculative tracing .,1,1
fix app open url ( # 1347 ),0,0
fix content url handling ( # 1053 ),0,0
back button behavior . close # 427,0,0
fix native prompt,0,0
fix staggered example,0,0
fix sectionedlist example,0,0
migrate the expand area,0,0
fix sectionedlist example,0,0
fix selenium test in factory package ( # 10921 ),0,0
fix innerclassandlambdadebuggingtest test ( # 7431 ),0,0
fix unexpected fail of `` theiabuildplugintest `` selenium test ( # 11899 ),1,1
fix removal of inactive container ( # 9017 ),1,1
fix formatting,0,0
fix compilation issue,0,0
fix unexpected fails in the `` refactor `` package ( # 8119 ),1,1
fix unexpected fail of `` autocompletefeaturesineditortest `` selenium test ( # 11565 ),1,1
fix unexpected fail of `` checkrestoringspliteditortest `` selenium test ( # 11322 ),1,1
fix selenium test ( # 8898 ),0,0
fix reason of fail the `` rollingupdatestrategywitheditortest `` selenium test ( # 10269 ),1,1
fix lazy initialization of collection in pojos,1,1
fix openshift infrastructure,0,0
fix unexpected fail of `` theiabuildplugintest `` selenium test ( # 11523 ),1,1
fix name,0,0
fix fmt,0,0
fix sonarqube critical issue ( # 7585 ),1,1
fix devfile component preference deserialization through gson,1,1
fix unexpected fail of `` theiabuildplugintest `` selenium test ( # 11418 ),1,1
fix error when multiple k8s / os component have mountsources : true,1,1
fix selenium test ( # 10418 ),0,0
fix and improve test,0,0
fix potential npe,1,1
fix override and skip root behavior ( # 11002 ),1,1
fix potential security vulnerability ( # 14313 ),1,1
fix wrong author name of revert commit ( # 9302 ),1,1
fix workpsace - permissions module dependency ;,1,1
fix npe and numberformatexception in some case,1,1
fix build after rebase,0,0
fix resource leak in ziputils ( # 10815 ),1,1
fix miss constant,0,0
fix selenium test ( # 13371 ),0,0
fix error when create project from archetype ( # 10029 ),1,1
format fix,0,0
fix package name for gangliareporterfactorytest,0,0
fix squid : s1481 - unused local variable should be remove,1,1
ensure config override be always reset .,1,3
fix regression in ` abstractparam ` handling ( # 3163 ),0,0
fix test for bidigziphandlertest,0,0
fix graceful shutdown,0,0
fix generic for abstractdao .,0,0
fix locale - dependent test .,0,0
fix test .,0,0
fix various error prone compiler warning,1,1
fix array downcast .,1,1
"deprecate pooleddatasourcefactory # gethealthcheckvalidation { query , timeout }",1,3
fix javadoc error,0,0
fix name of ssl / tls protocol property .,1,1
do the same for servletmapping .,0,0
fix call to deprecate jackson method .,1,3
fix errorpone warning ( # 2399 ),0,0
deprecate * param class,1,3
fix mislead maxthreads default & misuse log warn,1,1
fix line ending for window .,0,0
fix logformat configuration inconsistency ( # 3530 ),1,1
fix issue # 89,0,0
fix jarlocation .,0,0
optimize import,0,0
fix deprecation usage of argparse4j,1,3
fix configuration classloader bug when system classloader not use,1,1
fix etag format .,0,0
fix test affect by dst change,0,0
fix defaultloggingfactorytest on window,0,0
fix cachingauthenticator .,0,0
fix zlib decompression in bidigzipfilter,0,0
fix url hygiene .,0,0
"fix { freemarker , mustache } viewrenderertest on window",0,0
change my mind .,0,0
fix fileconfiguration validation function .,1,1
fix db doc .,0,0
fix jsonprocessingexceptionmapper .,1,1
fix dependency convergence issue : metrics / slf4j,1,1
"fix lifecycle for underlie datasource in sessionfactorymanager , fixes # 769",1,1
fix some foundbugs .,0,0
optimize import,0,0
optimize import,0,0
optimize import,0,0
optimize import,0,0
optimize import,0,0
fix for generator issue # 174,0,0
fix some spelling error,0,0
fix generator bug - rootinterface be ignore,1,1
fix short type name calculation,0,0
fix initwithadunitid,0,0
fix restcpsubsystemtest . test _ forceclosevalidcpsession _ withinvalidcredentials,1,1
fix countdownlatchadvancedtest failure,1,1
fix metadataraftgrouptest . when _ metadataclusternodefallsfarbehind _ then _ itinstallssnapshot,1,1
fix partitionmigrationlistenertest failure,1,1
fix metadataraftgrouptest snapshotting test,0,0
fix ioutil . delete ( symlinkfile ) ( # 16309 ),0,0
fix changeclusterstateoperation for cluster in passive state ( # 16538 ),1,1
fix thread safety issue in cp subsystem management test,1,1
fix shuffling of mobynames array ( # 16182 ),1,1
fix messagewriter when buffer space insufficent,1,1
fix reliable topic and ring buffer client permission,1,1
fix jdk6 compatibility ( # 15631 ),1,1
fix metadata group snapshot issue,1,1
fix npe nionetworking shutdown,1,1
fix config and property doc,0,0
fix client listener registry leak,1,1
fix eclipse 4 . 4 incremental compilation incompatibility cause by,1,1
fail test .,0,0
fix build on window,0,0
optimize import,0,0
fix single element array deserializion issue with bsonmodule,1,1
fix bug where output stream be not flush .,1,1
fix concurrent modification error .,1,1
fix proguard issue :,0,0
fix indentation,0,0
fix test and asserts,0,0
fix up broken override .,1,1
fix cooky to actually persist properly .,1,1
fix race condition in progress callback .,1,1
fix bug for solidity event,1,1
fix the sonar code smell,0,0
optimize the code and fix sonar problem ( # 3413 ),1,3
fix the topiclist null check,1,1
fix more test,0,0
fix some more failing test,0,0
fix javadoc error,0,0
fix javadoc warning,0,0
"fix string decode bug , add test",1,1
fix change log entry,0,0
"fix wrong asumptions , datatypes and add add unittests",1,1
fix unsatisfiedlinkerror call tostring on a library interface,1,1
fix broken test,0,0
fix memory leak in comlatebindingobject # getstringproperty,1,1
fix some change ask by the jna team,0,0
fix javadoc warn,0,0
deprecate eventlogrecord # geteventid in favor of # getinstanceid ( # 1105 ),1,3
fix broken test on xp,0,0
fix compilation error .,0,0
fix bug check integertype limit,1,1
fix stdcall callback,0,0
fix sysinfo fieldorder,0,0
fix npe,1,1
fix javadoc,0,0
fix javadoc warning,0,0
fix getlasterror bug,0,0
fix issue # 475,0,0
fix gcc8 warning,0,0
fix error not report properly in gettokengroups / gettokenaccount .,1,1
fix compilation error in file monitor example,1,1
fix raw type warn,0,0
fix javadoc error,0,0
fix javadoc,0,0
fix thread - safety issue in extensionvaluesstore,1,1
fix regression when create human - readable test name,0,0
fix checkstyle javadoc warning,0,0
fix compiler warning,0,0
fix break build,0,0
ensure stacktracewriter be always present,1,3
fix broken test,0,0
ensure testidentifier be serializable,1,3
fix javadoc warning,0,0
ensure discover descriptor graph be acyclic,1,3
fix bug when argumentsaggregators return null,1,1
fix test,0,0
fix bug in updatedat handling,1,1
make secretseriesmapper type safe .,1,3
make secretcontentmapper type safe .,1,3
fix audit log message,0,0
fix securityheaders,0,0
fix new eap,0,0
fix other progress bar,0,0
set unfocused color the same color a treeselectioncolor,0,0
infer nullity,0,0
fuck accent mode,0,0
checkstyle the rest,0,0
mtui all the thing,0,0
fix checkbox border color,0,0
migrate config top hit provider,0,0
fuck work,0,0
theme new project sidebar,0,0
checkstyle the rest,0,0
fix monochromepatcher with custom scale ?,0,0
fix label,0,0
optimize import,0,0
fix integration test,0,0
optimize import,0,0
fix the performance problem with this particular fix,1,1
fix violation report by checkstyle,1,1
fix mng - 3473 integration test .,0,0
fix some problem with inheritance of resource .,1,1
fix javadoc warning,0,0
fix mng - 3355 and mng - 2339 .,0,0
fix copyresources call,0,0
fix checkstyle report error,1,1
fix stringindexoutofboundsexception .,1,1
fix svn property,0,0
fix it0022,0,0
fix inherited flag for plugin execution .,1,1
optimize configuration property read,1,3
restructure project,0,0
fix test,0,0
fix stackoverflow with generic . fix # 2239,1,1
fix exception when executiong create - federation,1,1
fix checkstyle issue in `` aop `` module,1,1
fix javadoc,0,0
fix incorrect alignment of generic type,1,1
fix checkstyle issue,0,0
fix checkstyle,0,0
deprecate typedrequestargumentbinder # supportssupertypes ( # 4001 ),1,3
fix return type data for primitive,1,1
fix test,0,0
fix compilation error,0,0
fix checkstyle issue,0,0
fix test,0,0
fix compilation error / test failure,0,0
fix compilation issue with jdk11 . fix # 1506,1,1
fix bug register primary bean for iterable bean,1,1
fix compilation error,0,0
fix checkstyle,0,0
fix bug with bean introspection map isempty . fix # 2058,1,1
fix import,0,0
fix compilation error,0,0
fix checkstyle failure,0,0
fix checkstyle,0,0
fix postgres reactive documentation . close # 424,0,0
fix unsupportedoperationexception,1,1
fix @ requires ( beans = foo ),0,0
fix checkstyle error,0,0
fix various graalvm related issue . fix # 582,1,1
fix test,0,0
fix toc overlap,0,0
fix test,0,0
add maven gradle toggle,1,3
fix bootrap configuration,0,0
fix checkstyle,0,0
fix checkstyle,0,0
optimize requirescondition,1,3
fix checkstyle issue in `` router `` module,1,1
merge change,0,0
optimize @ value construction,1,3
fix compilation error,0,0
fix checkstyle error,0,0
fix bug generate multiple event listener,1,1
fix checkstyle,0,0
fix inconsistent head level,1,1
fix checkstyle problem for `` session `` module,1,1
fix classcastexception in convertiblemultivalues,1,1
fix remain checkstyle issue,0,0
fix test,0,0
fix rxjava maybe @ body bind,0,0
document rejection handler override . close # 781,0,0
fix checkstyle issue for `` management `` module,1,1
fix compilation issue due to merge,1,1
fix endpoint route spec,0,0
fix factory for jackson type,0,0
fix checkstyle,0,0
fix test,0,0
fix checkstyle error,0,0
fix management test failure,0,0
fix spell mistake,0,0
fix test,0,0
fix jackson databind version,0,0
fix checkstyle error,0,0
fix checkstyle error,0,0
fix object deserialization and initial version of param binding,1,1
fix checkstyle,0,0
fix checkstyle,0,0
fix checkstyle,0,0
fix checkstyle problem in `` spring `` module,1,1
include idlestatehandler,0,0
fix runtime dependency,1,1
fix checkstyle,0,0
fix propagation of span context for rxjava . fix # 462,1,1
fix checkstyle failure,0,0
fix checkstyle,0,0
fix checkstyle failure,0,0
fix compilation error,0,0
troublshooting broken build,0,0
fix compilation error,0,0
fix checkstyle issue in `` security `` module,1,1
fix incorrect alignment of generic type,1,1
originate ip address resolution ( # 1672 ),0,0
fix checkstyle,0,0
fix slf4j compiler warning emerge from openapi visitor,1,1
fix checkstyle violation,0,0
fix test,0,0
fix tweet function,0,0
fix checkstyle,0,0
fix checkstyle error,0,0
fix propagation of span context for rxjava . fix # 462,1,1
fix checkstyle,0,0
fix bean provider with qualifier . fix # 1097,1,1
fix kafkaheaders impl,0,0
fix checkstyle failure,0,0
fix checkstyle error,0,0
fix checkstyle failure,0,0
fix javadoc,0,0
fix checkstyle failure,0,0
fix checkstyle,0,0
fix test,0,0
fix checkstyle error,0,0
detect heroku,0,0
fix convention mapping when proxy involve . fix # 438,1,1
fix checkstyle failure,0,0
fix checkstyle error,0,0
fix cli doc,0,0
fix management test failure,0,0
fix proxy generation of inherited default method ( # 4333 ),1,1
fix checkstyle,0,0
ensure emitter be not cancel . fix # 1852,1,3
fix issue with multiple indexed type,1,1
optimize repeat call containsproperty / getproperty,1,3
fix various problem handle generic,1,1
fix wrong javadoc comment ( # 1253 ),0,0
fix checkstyle violation,0,0
fix default proxyselector ( # 4230 ),0,0
fix another @ repeatable annotation edge case,1,1
fix checkstyle,0,0
fix checkstyle issue in `` runtime `` module,1,1
fix checkstyle issue,0,0
fix checkstyle issue,0,0
fix checkstyle,0,0
fix introspect benchmark,0,0
fix test failure,0,0
fix clientscopespec race condition,1,1
fix npe,1,1
fix the issue raise in the comment,1,1
optimize message publisher,1,3
develop fix jraft null datum ( # 4048 ),0,0
solve # 166,0,0
fix bug,0,0
fix bug,0,0
fix issue 4187 ( # 4205 ),0,0
fix # 65 for name,0,0
fix standalone mode can not use mysql bug .,1,2
optimize log display,1,3
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix the ci error,0,0
fix test case bug,0,0
fix test case error,0,0
fix integration test error,0,0
fix public namespace permission problem ( # 4273 ),1,1
resolve conflict,0,0
fix bug,0,0
resolve conflict # 1084,0,0
fix some spelling mistake,0,0
fix import code ( # 4347 ),0,0
fix # 1519 the subscriber list be not display correctly,1,1
optimize isexisttable function ( # 3236 ),1,3
fix # 1519 the subscriber list be not display correctly,1,1
add configlongpolltest,0,0
fix health check be disabled bug,1,1
resolve conflict,0,0
fix windows startup error,1,1
optimize code,0,0
resolve conflict,0,0
add ? ? ? previnsert ? ? ? prevupdate ? ? ? nulleffective ? ? ?,0,0
fix issue 305,0,0
fix issue # 524,0,0
fix issue 95,0,0
fix issue 216,0,0
fix issue 222,0,0
fix # 1116 # 1117,0,0
"fix # 785 defaultviewmaker , jsonformat .",0,0
fix issue 384,0,0
fix issue 418 :,0,0
fxied # 1107,0,0
fix issue 157 .,0,0
fix issue # 136,0,0
fix issue # 354,0,0
fix issue # 17,0,0
fix issue # 118,0,0
"fix # 127 , 2bab75606 798cbd8ae ? ? ?",0,0
fix issue 450,0,0
fix issue 272,0,0
fix issue # 611,0,0
"fix issue 417 , type",0,0
fxied # 1109,0,0
fix issue 434,0,0
fix issue # 594,0,0
fix issue # 695,0,0
fix # 492 select sql,1,1
file pool ? ? ? int long,0,0
fix issue # 88,0,0
fix issue 214,0,0
fix issue # 11,0,0
"fix # 1069 boolean , null , false",0,0
fix issue 427,0,0
fix issue # 119,0,0
fail parse when text be cdate,0,0
fix issue 181 .,0,0
"fix issue 68 , fix issue 92",0,0
fix issue # 863,0,0
"fix # 1119 , testcase",0,0
fix issue # 15,0,0
fix issue 389,0,0
fix issue 120,0,0
fix issue 373,0,0
fix issue # 543,0,0
fix issue # 13,0,0
fix issue 237,0,0
fix issue 349,0,0
fix issue 47,0,0
fix # 352,0,0
fix issue 482,0,0
fix # 181,0,0
"fix issue 317 , filesqlmanager . jsonloader : , , , . xmliocloader",0,0
fix issue 394,0,0
fix issue 320,0,0
fix issue 341,0,0
fix issue of generate next pull request number .,1,1
fix tooltip disappear issue when hover over previous avatar,1,1
fix the issue that page redirect work abnormally,1,1
fix plugin archetype error .,1,1
fix issue of incomplete gitplex substition,1,1
fix the issue that page history be not preserve,1,1
fix two bug,0,0
fix some minor bug,0,0
fix some job interpolation bug,1,1
fix query save bug,0,0
fix various ui bug,0,0
fix some bug,0,0
fix bean editor issue .,1,1
fix some bug,0,0
fix various path match issue,1,1
fix project mysterious updating issue,1,1
fix the issue that defaultpersistmanager bind twice when run,1,1
fix the issue that indexwork can not be sort,1,1
fix some bug,0,0
fix ajax load indicator unnecessarily occur issue .,1,1
optimize exact match of symbol .,1,3
fix some cispec edit bug,1,1
fix some bug,0,0
fix issue : search result resize do not work,1,1
fix some minor bug,0,0
fix some bug,0,0
fix various bug,0,0
fix the issue of inaccurate symbol / file / text query,1,1
fix more 1 . 0 migration error,1,1
fix possible circular bundle dependency when ondomreadyheaderitem be,0,0
fix the issue that request preview page reprots npe,1,1
fix mainnavcontribution bug,1,1
fix resource circular dependency error,1,1
fix the issue that dounitofworkaftercommitasync be not actually do,1,1
fix some minor bug,0,0
fix some minor cs bug,0,0
fix some minor bug,0,0
fix some minor bug,0,0
fix some unit test error .,0,0
fix bean editor issue .,0,0
fix bug find while write readme,0,0
fix some minor issue :,0,0
fix some minor bug,0,0
fix unit test error .,0,0
