message,isTarget,type
fix compatiblity with microsoft window,1,1
fix mavenbuild # hasdependency to test all candidate,1,3
fix filechannelimpl and filelock memory leak,1,1
fix filechannelimpl and filelock memory leak,1,1
fix reflectionsupport annotation bug,1,1
fix a bug handle varargs constructor invocation .,1,1
fix more test with multiple variable declaration .,1,1
functionizes all static method .,0,0
fix atomicintegerfieldupdater to avoid stack - based access check .,1,3
fix instanceof operator for array .,1,1
fix treeconverter map logic when convert constructor .,1,1
fix instanceof operator when check an array type .,1,1
fix j2objc guava transpilation under java 8,1,1
fix overly aggressive pruning when expression may have side - effects .,1,1
fix memory leak in throwable,1,1
fix broken lambda test .,0,0
fix pre / postincrement of parenthesized array access .,1,1
fix issue # 4016 .,0,0
fix bug with advance the position when linkifying fail,1,1
fix inadequate certificate validation,0,0
fix warning .,0,0
fix test flakiness,0,0
fix transifex fixup script,0,0
fix example,0,0
fix batch operation menu,0,0
fix messagelistextractor to only read thread count when request,1,3
fix localmessage equality / hash,0,0
fix `` show picture `` button functionality,0,0
fix `` bcc all message to `` when switch account,0,0
fix nullpointerexception,1,1
fix npe on isaccountnameused,1,1
fix exception log timber lint error,1,1
fix test,0,0
fix boolean format error,1,1
fix some warning in imapstore / pop3store / webdavstore,1,1
fix code style issue,0,0
fix warning,0,0
fix indentation,0,0
fix lot more un - checked value,0,0
fix a number of build warning .,0,0
fix retrieval of contact photo,0,0
make sure account display name be never null,1,3
fix another ghost message list bug,0,0
fix the below issue for galaxy and s2 .,1,1
fix back button behavior,0,0
fix another bug with synchronizing message,1,1
fix emailprovidertest to actually test for issue # 1275,1,1
infer type .,0,0
fix erroneous ssl certificate warning,1,1
fix indentation,0,0
fix npe when access setting screen,1,1
fix some warning,0,0
fix gradle timeout ( # 4208 ),0,0
fix indentation,0,0
fix dialog handle,0,0
fix behaviour of summary notification,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix interruptible jdk7 api bug,1,1
fix bug,0,0
fix bug,0,0
fix preloader bug,0,0
fix wrong `` oid `` data type specification when snapshotting,1,1
fix test,0,0
fix test,0,0
fix setting of defaultcatalogname,0,0
create getviewdefintionstatement . not do migrating yet,0,0
fix test,0,0
fix test,0,0
fix test,0,0
fix test that be fail in intellij,0,0
fix test,0,0
fix bug,0,0
fix test,0,0
spell fix,0,0
fix test,0,0
fix @ parameter spell,0,0
fix test,0,0
fix test,0,0
fix test,0,0
fix test,0,0
fix test,0,0
fix npe in sortmissingobjects when use the maven plugin .,1,1
fix oracle generatechangelog when there be nvarchar col,1,1
fix test,0,0
fix potential resource leak with closeables # 198,1,1
fix oracle integration test,0,0
fix test issue,0,0
fix test,0,0
fix test,0,0
capture notnull constraint name,0,0
fix test,0,0
fix corner after change view visibility,1,1
fix screenshot test failure .,0,0
fix potential illegalstateexception for bottomsheetdialogfragment # dismiss ( ),1,1
fix behavior to allow for the widget migration,1,3
fix coordinatorlayout edge building process .,1,1
fix collapsingtoolbar multiline position,1,1
fix miss ok and cancel in landscape materialdatepicker,1,1
fix collapsingtoolbarlayout title bound,1,1
shape size,0,0
fix tablayout # setscrollposition ( ) in rtl,0,0
fix coordinatorlayout dependency sort,1,1
fix most javadocs error,0,0
fix catalog cardswipedismissfragmenttest,0,0
fix bottomnavigationview not save state,1,1
fix password toggle take focus _ down event,1,1
fix behavior to allow for the widget migration,1,3
fix flaky snackbar test,0,0
fix keyboard navigation in materialdatepicker include highlight,1,1
fix snackbar touch handling,0,0
fix target api error :,0,0
fix various problem prevent mdc from build with gradle .,1,1
fix bottomappbartopedgetreatment bug cause by large negative vertical offset,1,1
fix textinputlayout regression,0,0
"fix javadocs error for datepicker , transformation , and fab",0,0
fix slider round error cause by float,1,1
fix api issue with icon visibility .,1,1
fix bug,0,0
fix test plan rencent,0,0
set hold,0,0
fix peekjson javadoc paragraph formatting .,0,0
fix isplatformtype,0,0
fix long parsing for big value .,1,1
rest api ? ? ? commonresult ~,0,0
key,0,0
fix copyright,0,0
fix initial memory minimum size for non - flat configuration,1,1
fix windows compile failure,0,0
fix compilation failure,0,0
fix varhandle coordinatetypes,1,1
fix runtime instrumentation control block mapping,1,1
optimize jvmti field watch,1,3
fix invalid option definition cause crash in the jit,1,1
fix valuetype array flag,0,0
fix warning that can be fatal,1,1
optimize wide bytecodes,1,3
fix the arity limit of method handle,1,1
deprecate longregallocation optimization,1,3
fix method name of getandbitwisexor,0,0
fix miss define,0,0
fix incorrect type in value jprofiling quicktest block,1,1
fix pack decimal left shift skip,1,1
fix jitcalleesavedregisterlist,0,0
fix jsr292 access checking test,0,0
fix jitserver version incompatibility,1,1
fix edge case test to be endian aware,1,3
fix native method prefix in fast jni,1,1
fix data race when lock jprofiling table,1,1
fix varhandledesc constructor setup,1,1
fix port / shmem test,0,0
fix innerpreexistence test bug,0,0
optimize iprofiler fan - in info serialization,1,3
fix bug on z / os,0,0
fix cpu detection bug on power,1,1
fix jnigetprimitivearraycritical in the case of empty arraylets,1,1
fix stackmaptable verification,1,1
fix incorrect - xdump : dump : default output,1,1
fix verbose log output of freephysicalmemory,1,1
fix unguarded jit trace message from boolarraystoretransformer,1,1
fix classfile version error message,1,1
fix jitserver message type mismatch ( # 7654 ),0,0
fix miss flag,0,0
fix jitserver cmdlinetester _ fieldwatchtests _ 0,0,0
fix bug with condy primitive long and double,1,1
fix valuetypehelpers jdk15 valhalla compilation failure,1,1
fix zos jenkins build,0,0
fix isconstructor for value type factory method,1,1
fix hcrguardanalysis,0,0
root the j9drrstructtablegc friend decl,1,1
fix temp slot bug in valuetype generator,1,1
fix ddr plugin manager,1,1
fix tracepoint specifier,1,1
fix methodhandle loop extender method,1,1
fix proper abi linkage on ppc when call chelpers,1,1
fix string compressible api loop entry condition,1,1
deprecate j9gc _ allocstringwithsharedchardata,1,3
fix j9buildflags alias,0,0
fix escape analysis ' s be ( nonthis ) argtocall apis,1,1
fix the - xmso test to match # 7304,0,0
fix assumption that object header size be one slot,1,1
fix improper j9class materialization during il generation,1,1
fix stringpeephole helper for zero value,1,1
fix rare vm shutdown assertion,1,1
fix inline array allocation,1,1
fix signal handler registration in the jvm,1,1
fix sysinfo _ test _ get _ cwd3 to handle symlinks,0,0
fix cmdlinetester _ callsitedbgddrext,0,0
fix shrtest,0,0
fix tab v space issue to improve readability,1,1
fix window path issue,0,0
fix issue :,0,0
hover state lock area ( # 3004 ),0,0
fix validation error message for numeric test,1,1
sample row should stop when sample limit be reach,0,0
fix checkstyle,0,0
fix test of delegatesprivatedatabasestest,0,0
fix npe when dispose excelinput step,1,1
fix overflow error on int / date compare,1,1
fix import,0,0
fix artifact organization,0,0
fix empty field type evaluate,1,1
fix mdi setter for array element,1,1
fix empty field type evaluate,1,1
fix date / time processing ( # 4476 ),0,0
fix unit test,0,0
fix checkstyle issue,0,0
allow maximize ( # 4342 ),0,0
fix minor error,0,0
fix integration test error,0,0
fix unit test - logchannel must return a loglevel,1,1
fix unit test,0,0
fix an npe when log a kettleexception .,1,1
fix break build,0,0
fix an issue with meta inject selection dialog,1,1
fix shadow and background painting issue,1,1
fix drools / rules test,0,0
fix list of deprecated variable,0,0
fix the reference leak of cached object,1,1
fix # 717 : regression : methodnotfoundexception ( # 741 ),0,0
fix issue # 772 : powermockignorepackagesextractorimpl should visit interface .,1,1
fix javadoc issue,0,0
fix wildcard matcher,0,0
fix some depreaction issue,0,0
fix issue # 423,0,0
fix whitebox for issue 267,0,0
fix # 793 powermockmaker for mockito 2,1,1
fix # 716 powermockito : withanyarguments,0,0
fix some findbugs error,0,0
fix some stuff that break during last commit,0,0
fix performance issue,0,0
fix error handle issue,0,0
fix file counting in change detector,1,1
fix extra import,0,0
fix copyright message for mit,0,0
find close node bug fix,0,0
fix bracket match bug .,1,1
fix pshape rects,0,0
fix incorrect format,0,0
fix contrib library suggestion,1,1
fix the structure,0,0
fix issue # 1740,0,0
fix compilation on arm,0,0
take care of update in retained mode,0,0
fix field name,0,0
fix some rename bug,0,0
fix pshape ellipsis,0,0
fix issue # 1761,0,0
fix the width of categorychooser,0,0
fix the twice - doubled status bar,0,0
"fix most javadoc error , except syntax",0,0
fix depth and stencil bit getters,0,0
fix many problem with perspective and orthographic projection,1,1
fix welcome directory picker,0,0
fix aioobe,0,0
fix a number of memory leak .,0,0
take care of # 2465,0,0
fix ( hopefully ) issue with undoing auto - format ( again ),1,1
fix # 4703 reveals another bug,0,0
"fix several triangulation issue , bug # 97 , # 390 , and # 111",1,1
fix regression,0,0
fix inconsistency,0,0
try again be work,0,0
fix issue 1166,0,0
fix classcastexception in glresourcevertexbuffer equal,1,1
debug android problem,0,0
fix small issue to get thing run again,1,1
fix lot of small bug,0,0
fix several problem with the handling of offsecreen surface,1,1
fix pshape arc,0,0
fix other panel except the update panel of # 5524 .,1,1
fix java 5 incompatibility ; sorry ben .,0,0
fix break merge ( but lose docs ? ),0,0
fix # 5165 . wrong tab for miss brace,1,1
fix up editor for 71,0,0
fix build,0,0
fix the non - retina version of the icon,1,1
fix out of bound exception,1,1
make more mess,0,0
fix net library buffer size,0,0
fix 1534,0,0
"queue name be hello , not test",0,0
fix javadoc warning,0,0
fix test after false green check from ci - pr,1,1
fix fusing,0,0
optimize assembly trace ( # 1466 ),1,3
fix compiler warning during compiletestjava phase ( # 1139 ),1,1
fix cancellation input arg regression,0,0
fix monothenapply double completion,0,0
fix metric onnext / oncomplete and fusion issue,1,1
fix parallelflux getprefetch not always accurate + minor fix,0,0
fix unicastprocessor not reject second subscriber properly,1,1
hide blockingiterable,0,0
fix fluxmapsignal,0,0
fix # 2195 add time ( ) operator,0,0
fix the compilation issue introduce in 5859b8264a,1,1
fix emitter issue,0,0
reformat fix # 230,0,0
fix concurrent terminal signal detection in ` serializedmanysink ` ( # 2412 ),1,1
"fix monoconcatignore when last just completes , optimize monothenapply",1,3
fix logger javadoc,0,0
peek # doonrequest should not onerror ( serialization unenforced ),1,2
fix fluxmaterialize,0,0
fix some constant condition nullability warning,1,1
drop whendefault,0,0
fix # 990 eventual premature termination issue with workqueueprocessor,1,1
fix # 1622 invoke xxxsink # oncancel on eager cancellation,1,1
fix the pod crash problem,0,0
fix psync2 bug .,0,0
fix sourcetasktopiclist be null . resolve # 386,1,1
commit some forget polish,0,0
fix bug,0,0
fix issue # 43,0,0
fix multiple client use ssl issue # 91,1,1
fix issue # 439 and # 443,0,0
fix some error,0,0
fix issue # 171,0,0
fix timebucket conversion issue ( # 5014 ),1,1
fix memory pool judge .,0,0
fix custom hystrixconcurrencystrategy / commandexecutionhook don't wo a ? | ( # 1901 ),0,0
fix some obvious minor bug ( # 2055 ),0,0
optimize collector setting and indicator ( # 1841 ),1,3
fix some question,0,0
fix 5 place of use wrong string util ( # 3582 ),1,1
fix # 327 .,0,0
fix potential concurrent problem and tune performance ( # 4274 ),1,1
fix startup issue .,0,0
fix some compile issue .,0,0
fix ci .,0,0
fix mal concurrent execution issue ( # 5965 ),1,1
fix linear data npe ( # 1731 ),1,1
immigrate gateway scenario ( # 3603 ),0,0
fix some bug with browser ( # 5683 ),1,1
fix lettuce asynccommand : : oncomplete bug ( # 2796 ),1,1
fix some test case,0,0
solve complile error,0,0
fix some issue,0,0
fix the startup failure cause by query protocol . ( # 1623 ),1,1
fix some miscellaneous bug ( # 3567 ),1,1
fix all source and sourcedispatchers . ( # 1620 ),0,0
fix jdkobsolete issue ( # 5599 ),0,0
immigrate sofarpc scenario ( # 3674 ),0,0
fix the enhance class be incorrect,0,0
fix # 906 and # 903 ( # 916 ),0,0
fix the issue that hystrix plugin case npe ( # 1293 ),1,1
fix k8s api connection leak ( # 1848 ),0,0
fix the call type in call of topology .,0,0
fix some test case .,0,0
fix the code of modulization core .,0,0
fix issue 4965 ( # 5109 ),0,0
immigrate dubbo scenario ( # 3590 ),0,0
support requestratelimitergatewayfilterfactory ( # 3538 ),0,0
fix test case .,0,0
immigrate spring scenario ( # 3620 ),0,0
fix npe in protobuf and illegal query parameter . ( # 1847 ),1,1
fix all javadoc issue .,0,0
fix database plugin miss tag span . kind .,1,1
fix dist deploy,0,0
fix the check style error .,0,0
fix more resonable error ( # 3619 ),0,0
solve test case compile error,1,1
fix the context be incorrect issue,1,1
fix rest impl time . ( # 353 ),0,0
optimize code normally ( # 813 ),0,0
optimize import,0,0
fix fail test from reactor snapshot change,1,1
deprecate livebeansview,0,0
fix nullability warning,1,1
fix checkstyle error,0,0
fix bug,0,0
fix bug,0,0
fix bug .,0,0
fix bug .,0,0
fix bug .,0,0
fix gradle incompatible issue # 735 .,1,1
fix screenorientation change,0,0
fix some failing test,0,0
fix commandlinetest for window,1,1
fix a whoe series of language file,0,0
fix some firmware filename,0,0
fix bogus port disconnection during serial event,1,1
fix error line number . ( paul stoffregen ),0,0
fix some linter suggestion,0,0
fix test about the contribution downloader,1,1
fix 300 baud communication for serial .,1,1
fix some warning,0,0
fix badly the sam3u udphs driver,1,1
fix sd card spi pin mapping for leonardo .,1,1
fix randomic npe when press menu during operation,1,1
show discover board,0,0
fix updatablelibrarieytest,0,0
fix some simple warning,0,0
fix placement of error message . ( paul stoffregen ),1,1
fix issue 866,0,0
fix some many bug,0,0
piped writer cause anr,0,0
fix some bug,0,0
fix regression after http : // github . com / dimezis / blurview / pull / 91 .,0,0
bump gradle,0,0
spring cloud,0,0
fix library project,0,0
fix checkstyle,0,0
create basedeeplinkdelegate ( # 221 ),0,0
fix build,0,0
affix stuff,0,0
switch compact color fixed,0,0
fix issue # 2102,0,0
fix double tap issue with listener # 1411,1,1
modify gitignore,0,0
do some cleanup .,0,0
fix 1410,0,0
do some bugfixing .,0,0
merge # 1947,0,0
fix autoscaleminmax,0,0
fix issue cause anr for empty chart,1,1
fix wrong position of linear legend form,1,1
fix the avoidfirstlastclipping feature,0,0
fix issue # 1550,0,0
fix combinedchartview not draw marker,0,0
fix some issue concern offset calculation .,1,1
fix issue # 521 & address issue # 520 .,0,0
fix issue relate to barchart value label,1,1
fix issue in highlight animation for barchart,1,1
fix issue relate to horizontal dashed grid line # 1756,1,1
fix issue regard corrupt translation ( issue # 1551 ),1,1
undo change not mean for pull request,0,0
fix text color bug .,0,0
fix a `` keyboard forever miss `` bug .,1,1
fix wordserver . cancreaturetypespawnhere not use forge event .,0,0
fix checkpatches task . close # 6956,0,0
fix some more test mod warning ( # 4469 ),0,0
brand fixup .,0,0
log change,0,0
fix tabbing issue with config class .,1,1
"finish world , chunkloading should work again ?",0,0
"fix planttype not extend iextensibleenum , close # 6286",1,1
fix conflict,0,0
fix dark spot in fullbright quad rendering .,1,1
fix mod list screen ( # 6367 ),0,0
fix baked item model with transformation ( # 5241 ),1,1
fix inability to attack while hold modifier key,1,1
fix save toolbars not work with non - vanilla item ( # 5063 ),1,2
fix mob spawn on inverted slabs / stairs .,1,1
fix dependency string processing error,1,1
fix renderingregistry not work . close # 2312 .,1,1
fix eclipse launch attribute,0,0
fix crash when building bakedquadbuilder,1,1
fix double dropping of item . close # 2549,0,0
fix lazy modcontainer evaluation skip thrown loadingexceptions,1,1
"fix language registry , close # 163",0,0
fix registrymanager # getregistry not work for generic registry entry,1,1
fix up test mod ( # 4399 ),0,0
fix fluid block,0,0
fix conditional advancement load when use the `` advancement `` array .,1,1
fix vertex transformer for break model ( # 3132 ),1,1
fix break existingfilehelper import,0,0
fix up mistake that break all modloading . nice .,1,1
fix potential deadlock when chunkload raise non - io exception ( # 4861 ),1,1
fix visual effect entity persist long than it should,1,1
fix asynchronous chunk loading ( # 2946 ),1,1
fix bukkit connectivity issue .,0,0
fix some compile error in test class .,1,1
fix multi - layer item rendering .,0,0
fix missingmapping remap action . close # 4069,0,0
fix possible npe derp,1,1
fix formatting,0,0
"fix return value of enchantpower hook , close # 518",1,1
fix textures not apply properly,1,1
fix dynbucket item transformation .,1,1
fix the divider,0,0
fix npe when no fmlat be define,1,1
fix property lose state after rename . ( # 4123 ),1,1
fix some color,0,0
fix track sort bug,0,0
optimize import,0,0
fix wrong multi select item title,1,1
fix rintone sharing ( # 687 ),0,0
fix path,0,0
fix mediastoreobserver,0,0
fix wrong color app shortcut after clean install,1,1
fix an issue cause by symlinks not handle correctly .,1,1
fix crash when select the playlist header,1,1
fix some ui bug,0,0
merge conflict,0,0
merge conflict,0,0
fix import,0,0
fix processing flag bug,0,0
fix bug that activity do not finish,1,1
fix lint warning,0,0
"fix runtimeexception with workmanager , see # 464",1,1
fix wrong network order,0,0
fix checkstyle issue,0,0
fix some failing device test,0,0
"fix crash , that the jobmanager have n ' t be create , yet",0,0
fix some bug,0,0
fix the test to run against jdk7,0,0
commit history & bugfix empty value,0,0
fix eureka service discovery,0,0
load bar toast,0,0
stack en,0,0
fix metaspace oom problem when trace large method ( # 1511 ),1,1
fix class name,0,0
fix break build,0,0
fix javadoc,0,0
"fix proxy auth , close # 996 , close # 997",1,1
optimize websocket key generation,1,3
fix javadoc,0,0
"fix ntlm , close # 730",0,0
fix asynchttpclientcall # responsecallback npe,1,1
fix simple client,0,0
fix squid : s1699 : constructor should only call non - overridable method,1,1
fix last pr,0,0
miss semi colon,0,0
fix idle timeout class cast exception issue,1,1
fix log,0,0
fix test name,0,0
fix fo http : // github . com / asynchttpclient / async - http - client / issues # issue / 52,0,0
fix name,0,0
fix connectionpool test,0,0
"fix regression not allow disable cookiestore , close # 1714",1,1
fix wrong name,0,0
fix merge clash with upstream,1,1
"fix host header , close # 906",0,0
fix previous commit,0,0
"fix percent - encoding usage , close # 808",0,0
fix test name,0,0
fix error message,0,0
fix transferlistener,0,0
fix test,0,0
fix warning,0,0
fix an npe wrt miss charset for netty,1,1
fix javadoc,0,0
fix test,0,0
"fix npe in timeouttimertask , close # 697",1,1
fix deprecation warning,0,0
fix javadoc,0,0
"fix timeout test , close # 304",0,0
"fix multipartpart transfer , close # 1147",0,0
fix javadoc,0,0
fix javadoc,0,0
fix test,0,0
"pas connection to asynchandlerextensions , close # 930",0,0
fix build,0,0
fix new config,0,0
fix stream suspend with feedablebodygenerator .,1,1
have bodydeferringasynchandler unwrap executionexception,1,1
fix nullpointerexception while set custom inetaddress ( # 1532 ),1,1
fix javadoc,0,0
fix message,0,0
fix compilation,0,0
fix issue # 67 cometterminated never call,1,1
fix jetty maven plugin name,0,0
skip session copy be session be not support,0,0
fix wrong logic that break ie,1,1
fix compilation due to merge,1,1
fix test,0,0
fix regression cause by # 2005,0,0
fix wrong logic,0,0
fix for # 632 @ meteorservice break meteor,0,0
"fix regression cause by # 1771 , fix # 1770 a well",0,0
fix # 391 list generic,0,0
"fix guice npe , spring npe",1,1
fix tomcat regression,0,0
fix value,0,0
fix the build,0,0
resolve issue # 320,0,0
fix jbossweb regression,0,0
fix issue # 142 httpsession not available in dopost,1,1
fix regression due to the merge of 1 . 0 . x branch,0,0
fix the test,0,0
fix race condition in defaultbroadcasterfactory,1,1
fix regression,0,0
fix glassfish websocket support,0,0
fix trival mistake,0,0
fix version clash,0,0
fix googleappengine regression,0,0
fix compilation,0,0
fix test,0,0
fix meteor issue with broadcaster scope .,1,1
fix dependency issue # 2270,0,0
fix dtupid mistake,0,0
fix api change in jetty 8 m2,1,1
optimize # 1669,0,0
fix stream regression when enableprotocol be enable,1,1
fix concurrentmodificationexception .,1,1
fix license,0,0
fix link,0,0
fix regression,0,0
fix the sample,0,0
fix regression,0,0
fix deprecate,0,0
"fix name , fis early regression introduce today",0,0
fix reconnection logic,0,0
fix reconnection logic,0,0
fix compilation error due to api change,1,1
fix metabroadcaster injection regression,1,1
fix wrong servlet,0,0
fix test,0,0
fix # 426 start double comet connection,0,0
fix client variable,0,0
fix sample bug,0,0
fix some gramatical error,1,1
fix snippet tag,0,0
fix test,0,0
fix test,0,0
fix build after late error prone release ( fixes # 169 ),1,1
fix data provider so test be run again,1,1
fix build,0,0
fix setup of nullaway static analyzer ( fixes # 296 ),1,1
fix pmd and findbugs warning,0,0
fix findbugs error,0,0
resolve findbugs warning,0,0
fix flaky test due to racy assertion,1,1
fix stale notification when clear race with an update,1,1
fix tostring method,0,0
fix weak value test bug,0,0
fix test,0,0
fix containskey,0,0
fix error prone compilation failure from late release,1,1
fix deadlock cause by unexpected outofmemoryerror ( fixes # 130 ),1,1
fix remain jcache tck test ( fixes # 6 ),1,1
optimise import,0,0
fix some issue,0,0
fix priority of default converter,1,1
fix regression introduce by # 323,0,0
fix loss of percision,0,0
fix parsing of long gherkin doc . close # 566,0,0
fix maven build warning :,0,0
fix incorrect indentation,0,0
fixe a few minor detail discover by pmd,1,1
fix view state persistence,0,0
fix window issue,0,0
fix dependency,0,0
fix javadoc warning .,0,0
fix unsignedinteger documentation .,0,0
fix some graph / network javadoc .,0,0
fix bad javadoc tag .,0,0
fix gwt behavior of `` opportunistic `` immutablelist subclass .,1,1
fix non - fatal gwt compilation error :,1,1
fix tostring of nonserializablememoizingsupplier,0,0
fix javadoc error report by intellij idea .,1,1
expose immutablesortedmultiset,0,0
deprecate discretedomains .,0,0
fix ordering . leastof for very large k,1,1
deprecate softvalues .,0,0
deprecate genericmapmaker .,0,0
fix guava gwt module :,0,0
fix embarrass foreachentry bug in immutablesortedmultiset .,1,1
fix some random error prone warning .,1,1
fix javadoc error ( and sometimes warning ) .,0,0
fix guava javadoc warning .,0,0
fix tiny javadoc problem .,0,0
fix minor spell error in test .,1,1
fix thread - safety of eventbus .,0,0
fix maps . newhashmapwithexpectedsize for jdk8 .,0,0
optimize collapsefrom and trimandcollapsefrom so that they,1,3
fix test that break when stopwatch constructor be hide .,1,1
fix flapmap signature ( # 2407 ),0,0
fix all example topology ( # 3167 ),0,0
fix the shutdown issue,0,0
fix checkstyle violation,0,0
fix javadoc error ( # 3017 ),0,0
fix check style ( # 482 ),0,0
fix checkstyle and test error in yarn scheduler,1,1
fix several check style under heron / common / src / java ( # 453 ),1,1
fix more int test javac warning ( # 569 ),0,0
fix yarn scheduler test,0,0
fix default acking ( # 2338 ),0,0
fix issue 188,0,0
fix generic error with type erasure occur in jdk7,1,1
fix redis leak when test,1,1
fix zrangebylex with pipelined ( parameter reverse ),1,1
fix some findbugs error,0,0
fix issue # 1989 ( # 1992 ),0,0
fix # 526 . node parse error uppon : 0,1,1
fix npe in builderfactory for double .,1,1
close # 481,0,0
fix formatting,0,0
fix formatting .,0,0
fix wrong test on list / set .,1,1
fix # 595 :,0,0
fix blpop and brpop command in jediscluster,1,1
fix small coding mistake,0,0
fix stunnel url,0,0
fix setfromlist serialization,0,0
fix unit test serialisation test error,1,1
fix gui layout problem,0,0
fix some javadoc error,0,0
fix gui border problem ( be apply to wrong element ),1,1
fix serialization unit test .,0,0
fix some possible file close failure,1,1
fix javadoc,0,0
fix some javadoc warning,0,0
fix headless test failure,0,0
fix mislead javadocs,0,0
fix bu # 21626,0,0
fix access log sampler session filter,1,1
fix inconsistentcapitalization warning,1,1
fix bug 11639 ( save follow redirects attribute ),1,1
fix throughputcontroller,0,0
fix javadoc bug,0,0
fix javadoc warning,0,0
fix the todo,0,0
fix miss help entry for httpclient sampler,1,1
fix thread - unsafe local truststore setup,1,1
fix some javadoc error,0,0
fix bu # 21626,0,0
fix bug in thread iteration management,1,1
fix unit test,0,0
fix preservation of space,0,0
fix checkstyle and test failure for jms,1,1
fix sonar warning,0,0
fix wrong parsing of parameter,0,0
fix varargs method,0,0
fix textfield in nimbus look and feel,1,1
fix sonar warning :,0,0
fix npe warning report by findbugs,1,1
fix some javadoc issue,0,0
fix broken and useless synchronization of formencodings / pageencodings,1,1
fix some eclipse warning,0,0
fix some javadoc error,0,0
fix boxing issue,0,0
fix some javadoc error,0,0
fix performance issue relate to objectmapper instanciation ( thanks,1,1
fix bug,0,0
fix proxy server,0,0
fix sonar warning,0,0
fix javadoc waning,0,0
fix the behavior of the interleave controller .,1,1
fix some javadoc warning,0,0
fix some table editing issue,1,1
ensure stream be close,1,3
fix cookie manager,0,0
fix some javadoc issue,0,0
fix checkstyle issue,0,0
optimize performance of report generation .,1,3
fix javadoc error,0,0
fix javadoc warning,0,0
fix sonar warning,0,0
fix testbean example so that they work,1,3
"fix accesslog filter , fix caching of controller property value",1,1
fix saveservice hash,0,0
fix proxy server,0,0
fix some variable hiding,0,0
fix some javadoc warning,0,0
fix sonar code smell,0,0
fix javadoc error,0,0
fix some javadoc,0,0
fix sonar error,0,0
fix some remark,0,0
fix problem create from property,1,1
fix paragraph end tag,1,1
fix proxy server,0,0
fix bug # 16061,0,0
fix some bug ( like # 36465 ),0,0
fix some change .,0,0
fix issue # 255 - scenecomposer : forcedcamera,1,1
fix mirror window display blank for oculus rift,1,1
fix some terrain edge tangent,1,1
fix javadoc warning in openjdk 9 +,1,1
fix whitespace,0,0
fix issue with how android logging be handle .,1,1
lolilol the ragdoll,0,0
fix illegalargumentexception when use hyphen delimiter,1,1
fix javaname breaking require property,1,1
fix compilation error for non - string enums,1,1
ensure outputencoding be honour,1,3
fix some issue report by @ ryantenney,1,1
fix formatting,0,0
fix parenthesis mismatch in the get start guide .,1,1
make cachedgauge thread - safe ( # 1566 ),1,1
fix the banner .,0,0
fix graphitereporter rate reporting ( # 1167 ),1,1
fix line ending for adminservlet .,1,1
fix noclassdeffounderror with miss unixoperatingsystemmxbean ( # 1562 ),1,1
fix graphite reconnection,0,0
fix exponentiallydecayingreservoir constant rescaling ( # 1654 ),1,1
fix instrumentationmodule default .,1,1
fix listener notification in metricregistry # removematching .,1,1
fix testserver .,0,0
fix slidingtimewindowreservoir trim operation after overflow ( # 1063 ),1,1
make test more stable ( # 1234 ),0,0
fix gauge javadoc,0,0
specify urltemplate be nullable ( fixes # 453 ),0,0
fix prometheus test,0,0
fix composite long task timer potential id overlap,1,1
fix executor correctly instrument,0,0
fix test,0,0
fix bad operand on stack exception in ci,1,1
fix double instrumentation of resttemplate request ( fixes # 300 ),1,1
fix meterregistrycustomizers for particular registry type ( fixes # 540 ),1,1
fix atlas percentiles tag,0,0
fix webmvc uri test,0,0
"fix time decay max initialization , fix dropwizard percentile format",1,1
fix signalfx compatibility test kit,1,1
fix condition for cachemetricsregistrarconfiguration ( # 1484 ),1,1
fix metric registration for stringcache ( # 1689 ),1,1
fix erroneously set description set a baseunit for threadpoolexecutor,1,1
fix telegraf statsd line sanitization,1,1
fix more nan assertion,0,0
fix flaky jersey test,0,0
fix javadoc error and warning ( # 1877 ),0,0
fix percentile value for distributionsummary in opentsdbmeterregistry ( # 1972 ),1,1
fix all warning generate during site build,1,1
fix name,0,0
fix potential null pointer,0,0
fix break build,0,0
fix some autoboxing,0,0
fix some pmd report,0,0
clean test,0,0
fix some pmd reporting,0,0
fix some todo comment,0,0
fix error message,0,0
fix wrong registration logic for languagedriver,1,1
fix variable name,0,0
fix issue # 366,0,0
clean test,0,0
fix some compiler warning,0,0
fix some of findbugs finding .,0,0
deprecate uniqueidinterface .,1,3
fix incorrect downsampling unit,1,1
fix flaky test,0,0
fix the gradle publisher,0,0
fix flaky test cause by half inited ro,1,1
fix progress listener flaky test,0,0
fix more unit test,0,0
fix default value crash if call another constructor ( # 4249 ),1,1
fix indentation,0,0
reinserting assert,0,0
fix the ap unit test,0,0
fix nullable test,0,0
fix some conflict,0,0
optimize import,0,0
fix osrealmschema leak ( # 4422 ),0,0
fix unit test,0,0
fix wrong string comparison,0,0
fix progresslistenertests ( # 6959 ),0,0
fix javadoc,0,0
loop test,0,0
fix lot of minor issue,0,0
fix javadoc,0,0
fix notifcation relate comment,0,0
fix concurrency problem when add / remove listener,1,1
fix test,0,0
fix connectedcheck of unittestexample .,0,0
fix findbugs,0,0
optimize import,0,0
fix flaky test ( # 3224 ),0,0
fix various minor issue,0,0
fix import,0,0
fix kotlin example,0,0
fix base unit test ( # 6162 ),0,0
clean pr,0,0
fix native crash or wrong exception in realmlist .,1,1
