message,isTarget,type
fix unit test after xerces be remove,0,0
fix immutablefield,0,0
fix checkstyle error,0,0
fix deprecate attribute usage,0,0
fix concurrency issue on metric ' framework,1,1
fix dead link,0,0
fix classtyperesolver when use annotate type,1,1
fix spurious warn about deprecate attribute,1,1
fix some stuff pmd find,0,0
"fix unit test , checkstyle",0,0
fix some stuff pmd find,0,0
fix bug # 810858 .,0,0
fix test case,0,0
fix checkstyle,0,0
fix boxing rule,0,0
deprecate ant stuff,0,0
fix package,0,0
fix error,0,0
fix npe with empty rulesets .,1,1
fix name,0,0
fix compilationunit not get call,0,0
"fix more test like statisticalruletest , sourcecodetest",1,1
deprecate ruleviolationfactory impls,1,3
fix break link,0,0
fix bug 1571309 - cli should recognize lead option,1,1
fix ruby lexer,0,0
fix unnecessaryfqcn false positive,0,0
fix pmd / checkstyle issue,0,0
fix primaryprefix : parse literal first,0,0
fix checkstyle : modifiedcontrolvariable,0,0
fix javadoc warning,0,0
fix lambda qname infix in enum constant,0,0
fix checkstyle,0,0
fix checkstyle,0,0
fix various tab / window problem,0,0
fix executorservice not shutdown,0,0
fix column problem with antlr multiline token,1,1
fix some line length,0,0
fix checkstyle violation,0,0
fix break build,0,0
fix maven,0,0
"fix wrong externalinfourls , add miss minimumlanguageversion",1,1
fix some jdk 1 . 3 compatibility problem,0,0
fix pmd dogfood : emptycatchblock,0,0
fix test,0,0
fix rulesetfactorytest which might be locale dependent,1,1
fix broken link,0,0
obeyed the shortmethodname rule .,0,0
fix compilationunit not get call,0,0
fix xmlrenderer newlines when run under ibm java,1,1
fix line / column number,0,0
fix parenthesized expression,0,0
deprecate abstracttokenizer,0,0
fix bug,0,0
fix false positive for appendcharacterwithchar and inefficientstringbuffering,1,1
fix checkstyle error,0,0
fix npath bug with ternary,1,1
fix forloopcanbeforeach flag loop with two iterators,1,1
fix checkstyle violation,0,0
fix xpath 2 . 0 rule chain analyzer,0,0
fix the fix,0,0
deprecate rule factory,0,0
fix build / unit test under window,0,0
fix xpath node compareorder,0,0
fix community link,0,0
merge 2108,0,0
fix wrong version string use in pom,0,0
fix jobdatamap dirty flag when construct from exist map,1,1
migrate exist example doc,0,0
fix no setter for datasource property discardidleconnectionsseconds,1,1
fix two edge case when backporting default method,1,1
fix the maven plugin not work under java 6,1,1
fix getthemevalue style resolution,1,1
deprecate shadowextractor .,0,0
fix string pool generation .,0,0
fix shadowpreferenceactivity to set preference screen,1,1
fix bug where restable be compare wrong flag .,1,1
fix shadowgesturedetectortest by use framework - created motionevent object .,1,1
fix a couple test on window .,0,0
fix maven local install artifact name .,0,0
fix test .,0,0
fix file . separator issue in test,0,0
fix some bug in attr reading .,0,0
fix more min / maxsdk problem .,0,0
fix test .,0,0
fix pom organization .,0,0
fix npes cause by registerinput / outputstream .,1,1
fix remain test .,0,0
fix test,0,0
fix memory leak from windowmanagerglobal .,1,1
fix shadowspeechrecognizer callback .,0,0
"fix shadowmessenger behavior : interface descriptor , last message , reset .",1,1
fix test .,0,0
fix strict compiler failure .,0,0
create instrument shadowmediaactionsound,0,0
fix errorprone compile issue .,0,0
fix rule regard autofactory and scope .,0,0
fix shadowpackagemanagertest # queryintentactivities _ servicematch .,1,1
fix more window hell .,0,0
optimize hierarchicalconfigurationstrategy .,1,3
fix shadowpendingintent,0,0
fix resource mapping test,0,0
fix shadowaccountmanager ' s implementation of accountmanagerfuture such,1,1
fix more warning .,0,0
fix utiltest .,0,0
fix test .,0,0
fix broken sdkpicker and configmerger compat class .,1,1
"fix bug in migrator , ish .",0,0
fix sandboxclassloader to properly inherit from erstwhileclassloader,1,1
fix view . setbackgroundcolor and setbackgroundresource .,0,0
fix shadowmediaplayer to not be `` play `` by default .,1,1
fix robolectricframeworkmethod equals / hashcode .,0,0
fix eclipse maven plugin name .,0,0
fix test .,0,0
fix crash when two widget search request happen simultaneously .,1,1
fix incremental build and sources / javadoc jar .,0,0
fix getidentifier logic,0,0
fix resource qualifier resolution when version qualifier be include .,1,1
fix shadowgradientdrawable,0,0
fix test .,0,0
fix some code style issue .,0,0
optimize import,0,0
fix attributesetbuilderimpl .,0,0
fix some checkstyle warning .,0,0
fix perf issue and memory leak in shadowparcel .,1,1
fix overlap replacement issue and broken test .,1,1
fix warning .,0,0
fix incorrect resetting of enabledsdks .,0,0
fix a couple test on window .,0,0
fix behavior of xmlresourceparserimpl .,0,0
fix bug introduce in df98189 .,0,0
fix log output when instal map dependency,1,1
fix bcp 47 locale support .,0,0
fix import,0,0
fix javadoc formatting,0,0
fix sdk range bug on jdk 7 .,0,0
fix miss style parent data .,0,0
fix a bug cause flake when use shadowsqliteconnection .,1,1
fix classnotfoundexception for telephonydisplayinfo,1,1
make shadowedittext null safe again .,0,0
fix test .,0,0
fix performance issue cause by 8d15a25dcbb23,0,0
fix sqlitelibraryloader for osx,0,0
fix jdk 9 breakage .,0,0
fix some javadoc .,0,0
make shadowintent properly parcel . fix # 1265,0,0
fix error when inflate webview,0,0
fix parallel test execution problem ( dirstate ),0,0
fix some memory leak .,0,0
fix sandboxclassloader to obey parent - first contract .,1,1
create shadowarscassetmanager,0,0
fix some fail robo test,0,0
fix javadoc .,0,0
cache mavencentral,0,0
fix xmlpullparsertest .,0,0
fix paralleluniversetest .,0,0
fix the # settransactionsuccessful and # endtransaction,0,0
fix menu inflation,0,0
fix pointer type conversion for invokedynamic call .,1,1
fix androidmanifest meta - data parsing .,1,1
fix resource $ notfoundexception when use shadowtypeface . nativecreatefromarray,1,1
fix fragmenttestutiltest .,0,0
fix test .,0,0
"fix outofmemory issue , share system cppassetmanager2 .",1,1
do not instrument jetpack compose package .,1,2
fix yet more warning .,0,0
fix binary - mode assetmanager bug .,0,0
format fix,0,0
fix injection .,0,0
fix shadowfontbuilder ` @ implement ` params,1,1
fix shadowwindowmanagerimpl # getviews ( ) for post - lollipop .,1,1
fix compilation problem,0,0
fix some markdown .,0,0
fix package of some moved class .,0,0
fix leaky test runner .,0,0
fix name issue with testmenutest and testmenuitemtest .,1,1
fix indentation .,0,0
fix more theme / style resolution stuff .,0,0
upstreaming statfs byte method ( # 3128 ),0,0
fix test .,0,0
fix sign extension after byte order conversion .,1,1
fix test,0,0
fix error of it test case close apache / incubator - rocketmq # 94,1,1
fix locktime and group,0,0
fix test,0,0
ci no environment 9,0,0
fix defaultlitepullconsumerimpl npe ( # 2059 ),1,1
fix logger appender unit test which cost too long,1,1
deprecate the defaultemqpull consumer ( # 1387 ),1,3
fix integer overflow .,0,0
fix statsitem bug ( # 1704 ),0,0
solve conflict,0,0
fix error of it test case close apache / incubator - rocketmq # 94,1,1
fix problem with optimizer _ test,0,0
fix dead removal test,0,0
fix test that break in recent change,0,0
fix several bug with test2 . smali,0,0
fix unknown - based unary op test,0,0
fix negative const tostring,0,0
fix more problem with optimizer,0,0
"fix regression , til test * before * commit",1,1
fix constant emission for const - class,1,1
fix findbugs warning,0,0
fix opimization error,0,0
lay new foundation,0,0
fix dead remover optimization pas,0,0
fix sget * test,0,0
fix test resource path,0,0
fix coverity warning,0,0
fix many real class bug,0,0
fix part of dead code remover,0,0
fix several test,0,0
fix acm group .,0,0
fix spell error .,0,0
fix schedulerx cycle ref error .,0,0
optimize seatahystrixconcurrencystrategy,1,3
optimize code,0,0
resolve conflict,0,0
optimize import,0,0
resolve conflict,0,0
repair the conflict,0,0
fix break logic that use null owner class,1,1
fix # 166 ? setaccessible before make invocation,1,1
fix javadoc issue,0,0
miss testdata,0,0
fix the npe where the param type be regress,1,1
fix parameter type issue,0,0
fix the method resolution for overloaded method,1,1
fix the swagger server generate,1,1
fix the issue with implicit collection params,1,1
fix code quality issue .,0,0
fix the sort issue with operation,1,1
fix the search query representation,0,0
fix all the simple parameter ( non content ),0,0
fix test,0,0
fix the leaking response message for status code 200,1,1
fix possible classcastexception,0,0
fix the npe when render complex path variable,1,1
fix an issue where the @ api # description wasnt be honor,1,1
fix the detection of list / set type to be accurate,1,1
fix the build by add test,0,0
fix an issue with render apiimplicitparams,1,1
fix the unique operation name generation,1,1
fix the issue where the parameter requiredness be incorrect,1,1
fix the build,0,0
fix an issue where requestmapping parameter cause duplicate parameter,1,1
fix the violation of law of demeter,1,1
fix the oas integration,1,1
fix the api list group issue with swagger 1 . 2,1,1
fix the stack overflow affect model attribute,1,1
fix simple type specification,0,0
fix all the typenameextractor constructor,0,0
fix compiler warning,0,0
fix the ordering of the element to be stable,1,1
fix the rendering of entity service,1,1
fix bug,0,0
optimize code structure .,1,3
optimize field fetch .,1,3
fix the broken tab alpha set .,1,1
fix selection / unselection when use badge,1,1
fix bug .,0,0
fix npe,0,0
fix npes,0,0
fix some synchronization bug,0,0
improvie the probability of cache hit,0,0
optimize animation calculation,1,3
fix some issue,0,0
optimize calcpaintwh,0,0
optimize the managing of live - danmakus,1,3
fix npe,0,0
fix the cache miss problem after seek,1,1
fix issue # 406,0,0
fix backstack,0,0
commit late change,0,0
fix issue # 263,0,0
fix broken test,0,0
step two,0,0
fix hard code issue,0,0
fix bug,0,0
fix app crash during buffer,1,1
fix few crashlytics bug,0,0
fix equalizer and favourite bug,0,0
fix albumart not load correctly in recyclerview,1,1
fix few bug,0,0
deprecate getonphototaplistener and getonviewtaplistener,1,3
"fix # 58 , replaces old # a7458e1d829c8514c2b21b5510bda096a8df17eb",0,0
fix some formatting,0,0
fix post - lollipop share element transition animation,1,1
fix readme graphic,0,0
fix licence,0,0
optimize synchronization issue,0,0
merge conflict,0,0
fix # 55 fix # 20,0,0
fix sessionresource,0,0
fix pad handle while drag,0,0
fix a warning of `` unused assignment ``,1,1
fix javadoc error,0,0
fix wrong clip area setting of recyclerview decoration,1,1
fix arrayindexoutofboundsexception issue,1,1
fix unused import,0,0
fix a warning of `` control flow issue ``,1,1
fix declaration can have final modifier warning,1,1
fix a warning of `` class structure ``,1,1
fix longliteralsendingwithlowercasel warning,1,1
fix edge effect issue # 23,0,0
fix some lint issue,0,0
fix some trivial lint warning,0,0
fix landscape height issue on small dpi device,1,1
fix czech translation string,0,0
fix npe when radialtimepickerdialog be embed .,1,1
fix package name,0,0
fix category order,0,0
fix crash when switch endpoint ( # 332 ),1,1
fix test,0,0
fix project detail photo ( video ),0,0
share the love .,0,0
optimize import,0,0
fix project update pagination ( # 122 ),0,0
fix api warning,0,0
fix icon flash,0,0
fix project context banner ( # 134 ),0,0
fix contentdescription lint warning,0,0
fix back button content descrip,0,0
fix endpoint dropdown style,0,0
optimize import,0,0
optimize import,0,0
fix some recommendation stuff .,0,0
fix null warning,0,0
fix variable name,0,0
fix checkstyle warning,0,0
fix timber installation,0,0
reward survey in android ( # 102 ),0,0
fix up newsletter request body key,1,1
reward text view label add,0,0
optimize import,0,0
miss parenthesis,0,0
fix whitespaces .,0,0
fix checkstyle violation .,0,0
fix issue # 101 .,0,0
fix issue # 78 .,0,0
fix violation .,0,0
fix more error .,0,0
fix projectroot file creation if symlink be already present,1,1
fix exopackage installer on linux,0,0
fix the miss string asset zip file issue .,1,1
fix go - to - symbol navigation,1,1
fix defaultandroidmanifestreader .,0,0
optimize two - phase coersion for immutablelist and immutableset,1,3
fix some @ nullable inconsistency in graph /,1,1
fix filebasedworkerrequirementsprovider,0,0
fix ` blockinghttpendpoint ` thread leak .,1,1
fix error when compile aidl file,1,1
fix test that use fakeprocessexecutor .,1,1
fix indeterminism for apple bundle with resource rule,1,1
fix daemonintegrationtest,0,0
fix nosuchelementexception when compile asm and use header track,1,1
pas rulekeyconfiguration from config instead create it,0,0
fix memory leak,0,0
fix dependenciesoptimizer and dependenciesoptimizertest .,0,0
fix defaultrulekeycache npe during invalidation,1,1
fix android bundle output ( # 2214 ),0,0
fix swallow exception cause,1,1
fix test,0,0
fix us of getruleoptional / addtoindex in haskell description,1,1
fix warning identify by eclipse .,1,1
fix settablefakeclock,0,0
fix workerprocess closing,0,0
fix projectworkspace to not use user and etc configs,1,1
fix style problem .,0,0
fix prebuilt cxx library not respect change in input,1,1
fix directory separator problem in filterresourcessteptest .,1,1
fix report exception cause build failure,1,1
fix npe for rule without output .,1,1
fix nullable annotation ' consistency .,1,1
fix unused resource not show up .,1,1
add polynomialrulekeyhasher,0,0
fix broken test use ghc 8,0,0
fix dummyrdotjava dependency creep,1,1
fix remove _ classes support,0,0
fix format issue .,0,0
fix buildrule resolution of groovy test rule,1,1
fix treebackedtypeelement . astype for generic type,1,1
fix batchread stream condition,0,0
fix classusagetracker test,0,0
fix copypasta error in scalalibrary module test,1,1
fix prebuilt _ cxx _ library and haskell omnibus,1,1
fix thread renderer test depend on locale,1,1
fix steal action render in super console,1,1
clean cxxbuckconfig ( part 2 ),0,0
fix the optimize extractzipfile logic,1,1
make an immutable,0,0
fix ` cxxlibraryintegrationtest ` on host that don't have iphonesimulator8 . 0 sdk,1,1
fix sketchy string comparison .,1,1
fix exopackage on lollipop,0,0
fix error message when a buildtargetexception happens,1,1
fix bserserializer crash when pass non - list iterable,1,1
fix instrumentation apk desugaring ( # 2213 ),0,0
fix place where compareto and equal don't agree,1,1
fix nullpointerexception when run gtests that be disabled,1,1
fix stubbing of overloaded method,1,1
fix test,0,0
fix rulekey of ` androidresourcerule ` .,0,0
fix warn _ on _ transitive .,0,0
tell ij that sourcefolders take precendence * everywhere *,0,0
fix crash when java _ library be pass only non - java file,1,1
fix javadoc error .,0,0
fix doctor / rage test,0,0
fix serializer corner case,0,0
fix broken test by close projectbuildfileparser properly .,1,1
fix eclipse warning .,0,0
fix warning find by eclipse .,0,0
fix eclipse warning : unused parameter .,1,1
optimize debugpathsanitizer api,1,3
fix some checknotnull ordering,0,0
fix setrulekeys to take rulekey type instead of object,1,1
fix target graph hash parallelism,1,1
optimize sortedsettypecoercer for raw to unconfigured identity coercion,1,3
fix deserialization of parent class,1,1
fix testrunner issue for over - filtering method,1,1
pa targetconfiguration when create redex target,0,0
fix path separator issue for ndk toolchain .,1,1
fix illegalstateexception when construct ijmodulegraph .,1,1
fix incremental action graph assertion error,1,1
fix build due to miss import,1,1
fix race condition,0,0
fix conditional bundle loader ( # 2055 ),0,0
fix test,0,0
fix dependency collection,0,0
pa targetconfiguration when create system lua library,0,0
fix superconsoleeventbuslistenertest when run with non - english locale,1,1
fix compiler flag not be respect for objc / objc++,1,1
fix maven resolver,0,0
fix bug with propagate ` runtimeldflags `,1,1
fix bug flag by error prone,1,1
fix ' buck audit rule ',0,0
fix ' buck audit input ',0,0
fix warning identify by eclipse .,0,0
fix bug in projectfilesystemview,0,0
fix trampoline when cellrootprefix ! = rootcellpath,1,1
fix possible race condition when save binary to cache,1,1
fix ndkcxxplatformintegrationtest to examine archive content properly,1,1
fix outputsmaterializertest flakiness,0,0
fix xcode 7 issue,0,0
optimize stringwithmacros again,0,0
fix action graph invalidation regression,1,1
fix unreleased resource,0,0
clean cxxbuckconfig ( part 4 ),0,0
fix eclipse warning .,0,0
behold actiongraphandresolver,0,0
fix # 1714 and # 1791,0,0
fix construction of targetsources,0,0
fix eclipse warning under src / .,0,0
fix superconsole to not restart parse time,1,1
fix issue with request abi rule when verification on,1,1
fix app bundle support ( # 2140 ),0,0
fix leaky thread pool abstraction .,1,1
fix bug and improve include chain algorithm,1,1
fix buck with adt 22,0,0
create gopath / goroot symlinktree,0,0
pa swift ast path when use apple _ library,0,0
fix dsym path generation for bundle .,0,0
fix warning that be break the build .,0,0
fix the test logic,0,0
fix crash due to headerpathnormalizer hold sourcepathresolver,1,1
fix original xcode 11 fix,0,0
fix various warning .,0,0
fix nre in dirlistcache when root folder be invalidate,1,1
fix some build warning,0,0
fix integer overflow when process execution fails,1,1
fix file - handle leak from jarbuilder,1,1
fix ant lint breakage .,0,0
fix some android resource test .,0,0
fix dot output escape for cross - cell,1,1
fix metadata timestamps,0,0
fix eclipse warning .,0,0
fix the way we pass flavor from cxxlibrary,1,1
fix scuba to use proper environment variable,1,1
fix buildloghelper again to not walk link,1,1
make closeablewrapper idempotent,0,0
fix ruleanalysiscompatibledelegatingactiongraphbuilder for multithreadedactiongraph,1,1
fix nullpointerexception when traverse the filesystem .,1,1
fix the grammar to make reference possible,1,1
fix dep file false positive for aps,1,1
fix bug in per - platform config flag parse,1,1
fix filebundler logic,0,0
fix incorrect regex match check in abstractlocationmacro ( # 2065 ),1,1
fix javatest classpath,0,0
fix rage failure when there be no local commits,1,1
fix rulekeys for androidbinary,0,0
fix checkstyle warning .,0,0
fix haskell omnibus + prebuild _ cxx _ library + incremental action graph,0,0
fix classpath search when use source - abi,1,1
fix ` platform _ exe ` parameter of ` command _ alias `,0,0
fix android merge enhancement,0,0
fix makefile depfiles when unix path separator be use,1,1
fix all style problem under src / com / facebook / buck / android .,1,1
fix dependency resolution when use a workertool,1,1
log buildtype,0,0
fix buckeventsconsumer integration test,0,0
fix breakage from d1387891,0,0
fix the set of test generate into xcode scheme .,1,1
fix caching of compilation database rule .,1,1
pa targetconfiguration when create lua platform,0,0
pa buildcontext to getinputsafterbuildinglocally,0,0
fix buckeventbus thread leak .,0,0
fix cache conflict,0,0
capture stack trace,0,0
fix incorrect rdottextentry sorting,0,0
fix rulekey nondeterminism,0,0
fix problem with java _ library when it have no deps .,1,1
fix print function .,0,0
fix eclipse warning .,0,0
fix listener method type checking ( # 790 ),0,0
fix indentation .,0,0
fix crash for picture callback after stop ( ),1,1
fix preview measure,0,0
fix stuff,0,0
fix eclipse classpath,0,0
close # 398,0,0
fix cb - 343 : we need to respect the whitelist,1,1
fix linting issue,0,0
linting fix,0,0
cleaning house,0,0
fix whitelist handling,0,0
fix cordova - cli related bug,0,0
get the jar work finally,0,0
fix null error in networkmanager,1,1
fix query so that it use wildcards,1,1
get the bridge to work with crosswalk,1,3
fix conflict,0,0
deprecate addservice ( ) .,0,0
fix eslint error,0,0
get the bridge to work with crosswalk,1,3
fix api lint warning in cordovachromeclient and cordovawebviewclient .,1,1
fix up test,0,0
merge change,0,0
fix brokeness,0,0
fix lint warning,0,0
optimize import,0,0
fix some spelling mistake,0,0
fix some boxed variable warning,0,0
fix flaky blobshardcollector & systemcollectsource test,1,1
fix cluster check for table need recration to,1,1
fix issue with hashjoinbatchiterator produce wrong result .,1,1
optimize positionalorderby stream,1,3
fix negative free disk handling in diskthresholddecider,1,1
fix some warning,0,0
fix pageresultlistener leak,0,0
fix two potential resource leak,0,0
fix a classcastexception that could occur via pgwire,1,1
fix flaky testconcurrentfunctionregistering .,0,0
fix aggregation plan build when input contain params,1,1
fix querysplitter to not loose query part,1,1
deprecate old plan node,0,0
fix failureonlyresponselistener to propagate failure correctly,1,1
fix insert error handle & fix testdeletepartitionwhilebulkinsertingdata,1,1
fix infinite loop in exceptionshelper # unwrap,1,1
fix memory leak cause by file # deleteonexit,1,1
fix bug in validation of array generate column,1,1
fix test,0,0
fix basetables unchecked warn in plan operator,1,1
fix error propagation # 2,0,0
fix an issue with select query return duplicate output,1,1
fix error propagation,0,0
fix some spelling mistake,0,0
fix some bug after query - optimization,1,1
fix behaviour when try to match null value,1,1
fix flakiness of testjoblogwithenabledanddisabledstats .,1,1
kill all : return how many operation be kill,0,0
fix the like operator,0,0
fix some spelling mistake,0,0
fix flaky fetchprojectortest,0,0
make localsyscolreferenceresolver / nodestatscollectsource type - safe,1,3
fix window function evalution output order,1,1
collect fix,0,0
fix searcher double - release race condition,1,1
fix nest limit operator,0,0
fix windowagg column pruning,0,0
fix extraction of hash join symbol .,1,1
fix array _ unique for object item that contain array,1,1
fix watermark sys check,0,0
char parameter be now string type,0,0
fix fail query to sys . repositories,1,1
fix varchar text format stream,1,1
fix npe in bulkportal,1,1
fix various deprecation warning,0,0
fix error handle if bulkportal execution fails,1,1
fix the first 99 %,0,0
fixup ! fix the first 99 %,0,0
expose _ docid,0,0
merge issue,0,0
fix flaky testkillinsertfromsubquery,0,0
fix sys . cluster usage in join,1,1
optimize bulk index creation,1,3
fix npe due to multiconsumer failure handle,1,1
fix memory accounting of window function,1,1
fix listener leak in pagedownstreamcontext / batchpagingiterator,1,1
lift retention lease expiration to index shard,0,0
fix an issue that could cause the blob recovery,1,1
fix flaky testfloatsummationwithoutlosingprecision,0,0
fix a serialization issue when for shardupsertrequest,1,1
fix detection of equi - join .,0,0
fix internalenginetests # assertopsonprimary .,0,0
optimize referencetoliteralconverter,0,0
fix odering of metadataindexupgrader,0,0
fix single quote escape inside single quote,1,1
fix some batchiterator generic relate unchecked warning,1,1
optimize lucenebatchiterator,0,0
fix preexecutionbenchmarks,0,0
fix flaky testnodewhichhastheblobdoesntredirect,0,0
optimize partitioninfos,0,0
copy retention lease when trim unsafe commits,0,0
fix estimatedrowsize of the collect phase .,1,1
fix bwc issue with aggregation func resolve,1,1
fix xcontent serialization of rout entire .,1,1
optimize tablestatsservice,0,0
fix flaky threadpoolsexhaustedintegrationtest,0,0
fix broken equality check in routedcollectphase normalize,1,1
fix potential race during tcptransport close,1,1
fix preexecutionbenchmark,0,0
fix recoveryaftertimesyscheck,0,0
optimize distinct with limit,1,3
fix primaryallocationit test,0,0
fix samenode / broadcast distributioninfo missmatch,1,1
close # 221,0,0
fix some old naming,0,0
close # 25,0,0
fix case where root be delete and recraated .,1,1
fix broken test .,0,0
retry member leave until success,0,0
fix a bug in generate asm code,1,1
optimize item shuffle underneath float view,1,3
fix # 77 : onclicklistener crash controller,0,0
fix # 40 : start position drop fails,0,0
fix memory leak,0,0
fix bug for anonymous struct in godocumentationprovider,1,1
fix module setting store,0,0
prettify test name,0,0
fix fs issue,0,0
fix test,0,0
fix test data,0,0
fix bug in introducevariablebase . issue # 2542,1,1
create global constant quick fix,0,0
fix cache dependency,0,0
live template : fix colon live template,0,0
optimize goto contributor,1,3
fix asm test,0,0
do not complete type itself,1,2
fix importusers concurrency issue,1,1
fix all legacy test,0,0
fix compliation with idea 15 eap,1,1
fix exception during index,0,0
create gosdkutil,0,0
trail comma,0,0
fix compilation,0,0
fix parameter helper,0,0
fix test,0,0
pull them up,0,0
fix suppression check,0,0
fix another bug with constructor - like declaration,1,1
fix performance issue,0,0
fix another partial formatting boundary issue,1,1
fix partial formatting bug region endling on newlines .,1,1
fix incorrect indent after line comment,0,0
fix all the import,0,0
fix line to token range conversion,0,0
fix broken assumption that identifier don't start with ' _ ',1,1
fix bug where autocomplete be not work in shell,1,1
fixing and make migration test small ( # 176 ),0,0
fix engine random failure in tasksfailovertest ( # 1186 ),1,1
optimise atom materialise ( # 5240 ),1,3
fix secretly break test ( # 2456 ),0,0
fix performance issue with insert query ( # 1994 ),1,1
fix edgeit test ( # 5455 ),0,0
fix jenkinsfile so it correctly tear down grakn ( # 2453 ),1,1
fix bytestodoudble converstion,0,0
fix validation bug ( # 2670 ),0,0
fix rule validation issue ( # 4975 ),0,0
fix several bug with match implicit relation ( # 1728 ),1,1
fix bug prevent loading ( # 2443 ),0,0
fix circular ako edge ( # 122 ),0,0
fix concurrent attribute merging ( # 5511 ),0,0
fix bug of string length deserialization ( # 5939 ),1,1
fix issue where ` / ` endpoint never return json ( # 2562 ),1,1
fix bug for demo ( # 2734 ),0,0
make reasoner query immutable ( # 1993 ),0,0
fix compilation issue,0,0
fix accidental bug introduction ( # 2103 ),0,0
fix problem when unify casting with metaroles ( # 1540 ),1,1
fix checkstyle complaint ; stage # 1 ( # 4759 ),0,0
fix transaction count ( # 752 ),0,0
fix incorrect label index on titan ( # 276 ),0,0
fix some issue with match all pattern ( # 863 ),1,1
fix findbugs issue in graph and graql,1,1
fix bug when repeat roleplayer ( # 445 ),1,1
fix several load issue ( # 2487 ),0,0
optimise query plan weight calculation ( # 2218 ),1,3
fix visualiser controller bug ( # 1031 ),1,1
fix issue after merge,0,0
fix break compile & pmd issue,0,0
kill more felix test ( # 1143 ),0,0
fix inconsistency of atomic state wrt type inference ( # 2572 ),1,1
fix graql shell bug ( # 180 ),0,0
fix some conflict between test ( # 911 ),0,0
fix some issue with type inference ( # 2110 ),1,1
fix some resolution planning issue ( # 2373 ),1,1
fix session leak ( # 2494 ),0,0
fix factory leak ( # 2509 ),0,0
fix standalonetaskmanager memory leak ( # 1533 ),1,1
fix two engine bug ( # 1473 ),0,0
fix npe and add executabledefinitions validation rule,1,1
fix test,0,0
fix test,0,0
fix test,0,0
fix test,0,0
fix enum value for fragmentsoncompositetype,1,1
fix test,0,0
fix test,0,0
fix test,0,0
fix test,0,0
fix test,0,0
fix test,0,0
fix bug with circular dependency,0,0
fix test,0,0
fix test,0,0
fix the naming of the coerced exception ( # 732 ),1,1
fix the field merge to well follow the spec,1,1
fix test,0,0
optimize import,0,0
fix test,0,0
fix test,0,0
fix various compile warning ( graylog2 / graylog - plugin - enterprise # 72 ),1,1
fix collector status filter in admin page ( # 5541 ),1,1
ensure graylogserverversion be always present,1,3
fix log statement swallow exception and stacktraces,1,1
fix lint hint .,0,0
fix content pack serialisation ( # 5130 ),1,1
fix searchestest after absoluterange behaviour change,1,1
fix some deprecation warning,0,0
fix parameter validation in elasticsearchclientconfiguration ( # 4023 ),1,1
fix kafkainput startup dead - lock .,1,1
do promise how they should be do,0,0
fix view type detection for user permission migration ( # 9379 ),1,1
fix alert condition validation ( # 3257 ),0,0
decorate search result ( # 2408 ),0,0
fix binding to prevent duplicate binding in radio .,1,1
fix filter button text flicker,1,1
fix break systemstatistics,0,0
ensure stable order of object .,1,3
fix break chunk gelf handle,1,1
fix formatting ( tabs - vs - spaces ),0,0
fix break unittest,0,0
fix grantee selection logic,0,0
persists last committed read position on disk,0,0
fix too eager removal during cleanup ( # 3501 ),1,1
fix createbundle functionality,0,0
fix performance problem with react - select and formik ( # 8622 ),1,1
fix stream `` more action `` button border,0,0
fix minor bug due to rest overhaul .,1,1
fix preemptive authentication in jestclientprovider ( # 3907 ),1,1
fix eslint error for index setting ui,1,1
fix globaloverride behavior ( # 7250 ),1,1
fix limitedstringvalidator and add test,0,0
fix initial value for synchronize group checkbox,1,1
fix stream search,0,0
fix last test for compilation,0,0
fix accidental import of collection helper class,1,1
fix adjustdashboardposition migration ( # 5751 ),1,1
fix json serialization of paginatedresponse ( # 4670 ),1,1
fix maven build for grpc java .,1,1
fix truthincompatibletype,0,0
fix compilation error,0,0
hedge example,0,0
replumb retrypolicy,0,0
fix unused variable,0,0
make managedchannel honor service config lb,0,0
fix java lint find during weekly import,1,1
fix lint warning,0,0
deprecate okhttpchannelbuilder # negotiationtype ( # 4533 ),1,3
retry part 3,0,0
fix onready race by add delayedstreamlistener,1,1
fix errorprone error,0,0
sanitize fakeclock,0,0
fix unused variable,0,0
solve code style issue,0,0
fix the benchmark,0,0
fix lint warning find on internal import,1,1
fix race condition between sendcancel and sendframe,1,1
fix the double - closure of server call for interop test .,1,1
fix wrong use of checknotnull in writequeue .,1,1
make managedchannel honor service config lb,0,0
fix incorrect assertequals argument order,1,1
fix uri construction .,0,0
fix interop _ test client .,0,0
fix broken link in javadoc,0,0
modify ut,0,0
solve code spell problem ( # 2419 ),0,0
fix the spring transaction not worker bug ( # 1252 ),1,1
optimize schedulerservice . setschedulestate code ( # 3136 ),1,3
fix the bad code smell,0,0
optimize the httpclient ( # 3337 ),0,0
fix the bad code smell,0,0
fix bug ( # 1633 ),0,0
fix error when run on win10 ( # 2842 ),0,0
optimize datasource connection params safety,1,3
modify config,0,0
fix bug : command exception .,0,0
fix tab,0,0
fix tab ;,0,0
fix tab,0,0
fix tab,0,0
cut rod problem .,0,0
fix bug,0,0
fix tab,0,0
fix tab,0,0
fix tab,0,0
fix tab,0,0
resolve issue # 596,0,0
fix javadoc warning .,0,0
fix npe after stop of desktop sharing,1,1
fix some illigalstateexceptions and npe when use icq protocol .,1,1
fix javadoc warning .,0,0
fix the disconnect process for irc :,0,0
fix some warning .,0,0
fix file transfer layout .,0,0
fix the build .,0,0
fix option panel .,0,0
fix two new method and change their name,0,0
